"","TeamNameBat","Team_Batting","Season","Match_id","Innings_No","Team_Bowling","venueGround","venueCity","winner","TeamNameBowl","TeamBattingWon","EOIOver","EOIBall","EOIRuns","EOIWkts","EOIRunRate","Over4","Over4Ball","Over4Runs","Over4Wkts","Over4RunRate","Over6","Over6Ball","Over6Runs","Over6Wkts","Over6RunRate","Over8","Over8Ball","Over8Runs","Over8Wkts","Over8RunRate","Over10","Over10Ball","Over10Runs","Over10Wkts","Over10RunRate","Over12","Over12Ball","Over12Runs","Over12Wkts","Over12RunRate","Over15","Over15Ball","Over15Runs","Over15Wkts","Over15RunRate","Over17","Over17Ball","Over17Runs","Over17Wkts","Over17RunRate","Over20","Over20Ball","Over20Runs","Over20Wkts","Runs30InOver","Runs50InOver","Runs75InOver","Runs100InOver","Wkts3InOver","Wkts4InOver","Wkts5InOver","interactionCurrTeams"
"571","Kolkata Knight Riders",1,2010,419149,1,6,"Eden Gardens","Kolkata","Kolkata Knight Riders","Delhi Daredevils",TRUE,20,6,181,3,9.05,4,7,38,0,9.5,6,6,50,0,8.33,8,6,73,0,9.12,10,7,88,0,8.8,12,6,104,2,8.67,15,7,126,3,8.4,17,6,139,3,8.18,20,6,181,3,3,6,8.5,11,13.17,NA,NA,-11
"572","Kolkata Knight Riders",1,2010,419153,1,2,"M Chinnaswamy Stadium","Bangalore","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,20,7,160,9,8,4,6,30,0,7.5,6,7,61,1,10.17,8,6,76,1,9.5,10,6,83,1,8.3,12,6,103,2,8.58,15,6,124,4,8.27,17,6,136,5,8,20,7,160,9,4,5,7.67,10.83,12.33,13.17,16.5,-3
"573","Kolkata Knight Riders",1,2010,419158,1,3,"MA Chidambaram Stadium, Chepauk","Chennai","Chennai Super Kings","Chennai Super Kings",FALSE,20,7,139,8,6.95,4,6,18,3,4.5,6,6,22,4,3.67,8,7,39,4,4.88,10,6,51,4,5.1,12,7,72,4,6,15,6,93,5,6.2,17,6,112,6,6.59,20,7,139,8,6.67,9.83,12.5,16.5,3.33,4.17,14.67,-5
"574","Kolkata Knight Riders",1,2010,419163,2,5,"Eden Gardens","Kolkata","Kolkata Knight Riders","Rajasthan Royals",TRUE,17,1,133,2,7.82,4,6,30,2,7.5,6,6,42,2,7,8,7,56,2,7,10,6,69,2,6.9,12,6,85,2,7.08,15,6,118,2,7.87,17,1,133,2,7.82,NA,NA,NA,NA,3.67,7.5,11.17,13,NA,NA,NA,-9
"575","Kolkata Knight Riders",1,2010,419166,2,7,"Eden Gardens","Kolkata","Kolkata Knight Riders","Mumbai Indians",TRUE,18,3,135,1,7.5,4,6,30,0,7.5,6,7,44,0,7.33,8,6,60,0,7.5,10,6,72,0,7.2,12,6,79,0,6.58,15,6,107,1,7.13,17,7,129,1,7.59,NA,NA,NA,NA,3.83,6.5,10.83,14,NA,NA,NA,-13
"576","Kolkata Knight Riders",1,2011,501203,2,3,"MA Chidambaram Stadium, Chepauk","Chennai","Chennai Super Kings","Chennai Super Kings",FALSE,20,6,151,7,7.55,4,6,39,0,9.75,6,7,52,0,8.67,8,6,60,0,7.5,10,6,76,1,7.6,12,6,91,1,7.58,15,7,111,2,7.4,17,6,121,5,7.12,20,6,151,7,3.5,5.67,10,13.83,15.33,16.5,16.83,-5
"577","Kolkata Knight Riders",1,2011,501208,1,8,"Eden Gardens","Kolkata","Kolkata Knight Riders","Deccan Chargers",TRUE,20,6,163,4,8.15,4,6,26,0,6.5,6,6,46,0,7.67,8,6,51,0,6.38,10,6,65,1,6.5,12,6,83,1,6.92,15,6,118,2,7.87,17,6,133,3,7.82,20,6,163,4,4.33,7.83,11.17,14,16.83,20,NA,-15
"578","Kolkata Knight Riders",1,2011,501214,2,5,"Sawai Mansingh Stadium","Jaipur","Kolkata Knight Riders","Rajasthan Royals",TRUE,19,3,160,1,8.42,4,6,31,1,7.75,6,6,62,1,10.33,8,6,76,1,9.5,10,6,90,1,9,12,6,102,1,8.5,15,7,130,1,8.67,17,6,150,1,8.82,NA,NA,NA,NA,4,5.33,7.67,11.17,NA,NA,NA,-9
"579","Kolkata Knight Riders",1,2011,501219,2,5,"Eden Gardens","Kolkata","Kolkata Knight Riders","Rajasthan Royals",TRUE,14,6,85,2,6.07,4,6,19,1,4.75,6,6,26,1,4.33,8,6,36,2,4.5,10,6,45,2,4.5,12,6,57,2,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,11,13.5,NA,NA,NA,NA,-9
"580","Kolkata Knight Riders",1,2011,501224,2,9,"Eden Gardens","Kolkata","Kochi Tuskers Kerala","Kochi Tuskers Kerala",FALSE,20,6,126,9,6.3,4,6,27,1,6.75,6,6,37,3,6.17,8,6,49,3,6.12,10,6,59,3,5.9,12,6,73,3,6.08,15,6,86,5,5.73,17,7,101,7,5.94,20,6,126,9,5.33,8.17,13,16.67,6,12.33,15,-17
"581","Kolkata Knight Riders",1,2011,501227,1,2,"Eden Gardens","Kolkata","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,20,7,171,5,8.55,4,6,43,0,10.75,6,7,50,1,8.33,8,6,63,1,7.88,10,7,76,1,7.6,12,6,93,1,7.75,15,6,114,2,7.6,17,8,138,2,8.12,20,7,171,5,2,6,10,12.83,17.33,19.83,20,-3
"582","Kolkata Knight Riders",1,2011,501235,1,6,"Feroz Shah Kotla","Delhi","Kolkata Knight Riders","Delhi Daredevils",TRUE,20,6,148,7,7.4,4,6,28,0,7,6,6,42,1,7,8,6,55,2,6.88,10,7,64,2,6.4,12,6,83,3,6.92,15,6,105,5,7,17,7,117,5,6.88,20,6,148,7,4.83,7,10.5,14.33,11.83,14.83,15,-11
"583","Kolkata Knight Riders",1,2011,501239,2,4,"Eden Gardens","Kolkata","Kolkata Knight Riders","Kings XI Punjab",TRUE,18,2,120,2,6.67,4,6,34,1,8.5,6,6,45,2,7.5,8,6,58,2,7.25,10,6,71,2,7.1,12,7,85,2,7.08,15,6,102,2,6.8,17,6,115,2,6.76,NA,NA,NA,NA,3.83,6.5,10.83,14.33,NA,NA,NA,-7
"584","Kolkata Knight Riders",1,2011,501244,1,8,"Rajiv Gandhi International Stadium, Uppal","Hyderabad","Kolkata Knight Riders","Deccan Chargers",TRUE,20,6,169,4,8.45,4,6,27,0,6.75,6,7,41,1,6.83,8,6,54,1,6.75,10,6,73,1,7.3,12,6,84,3,7,15,6,110,3,7.33,17,7,135,3,7.94,20,6,169,4,4.17,7.33,10.33,14.5,11.67,19.67,NA,-15
"585","Kolkata Knight Riders",1,2011,501247,2,9,"Nehru Stadium","Kochi","Kochi Tuskers Kerala","Kochi Tuskers Kerala",FALSE,20,6,139,7,6.95,4,6,33,0,8.25,6,6,43,0,7.17,8,6,55,0,6.88,10,6,69,0,6.9,12,7,84,2,7,15,6,100,3,6.67,17,6,119,3,7,20,6,139,7,3.67,7,11.67,14.83,14,18.67,18.83,-17
"586","Kolkata Knight Riders",1,2011,501260,1,2,"M Chinnaswamy Stadium","Bangalore","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,13,6,89,4,6.85,4,6,22,2,5.5,6,6,33,3,5.5,8,6,41,3,5.12,10,6,58,3,5.8,12,6,83,3,6.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33,9.17,11.33,NA,5.5,12.33,NA,-3
"587","Kolkata Knight Riders",1,2011,501267,2,10,"Dr DY Patil Sports Academy","Mumbai","Kolkata Knight Riders","Pune Warriors",TRUE,17,4,119,3,7,4,6,33,1,8.25,6,6,44,1,7.33,8,7,60,2,7.5,10,6,74,2,7.4,12,6,92,2,7.67,15,6,114,2,7.6,17,4,119,3,7,NA,NA,NA,NA,3,7,10.17,13.17,15.83,NA,NA,-19
"588","Kolkata Knight Riders",1,2011,501272,1,7,"Eden Gardens","Kolkata","Mumbai Indians","Mumbai Indians",FALSE,20,6,175,7,8.75,4,6,30,2,7.5,6,6,46,2,7.67,8,6,60,2,7.5,10,6,81,3,8.1,12,6,100,3,8.33,15,6,121,3,8.07,17,7,137,4,8.06,20,6,175,7,3.83,6.67,9.67,12,8.83,16,17.5,-13
"589","Kolkata Knight Riders",1,2011,501274,1,7,"Wankhede Stadium","Mumbai","Mumbai Indians","Mumbai Indians",FALSE,20,6,147,7,7.35,4,6,16,3,4,6,6,25,4,4.17,8,6,40,4,5,10,6,49,4,4.9,12,6,72,4,6,15,6,102,5,6.8,17,6,121,5,7.12,20,6,147,7,7,10.5,12.17,14.83,3.33,5.5,13,-13
"590","Kolkata Knight Riders",1,2012,548312,1,6,"Eden Gardens","Kolkata","Delhi Daredevils","Delhi Daredevils",FALSE,12,6,97,9,8.08,4,6,31,4,7.75,6,7,46,4,7.67,8,6,62,6,7.75,10,6,85,6,8.5,12,6,97,9,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,6.33,9,NA,2.83,4,6.67,-11
"591","Kolkata Knight Riders",1,2012,548317,2,5,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Rajasthan Royals",FALSE,20,6,142,10,7.1,4,6,13,3,3.25,6,7,27,4,4.5,8,6,42,4,5.25,10,7,65,4,6.5,12,6,77,5,6.42,15,6,94,7,6.27,17,7,112,7,6.59,20,6,142,10,6.33,9,11.5,16.17,2.17,5.67,10.33,-9
"592","Kolkata Knight Riders",1,2012,548320,1,2,"M Chinnaswamy Stadium","Bangalore","Kolkata Knight Riders","Royal Challengers Bangalore",TRUE,20,6,165,8,8.25,4,6,35,0,8.75,6,6,60,0,10,8,6,76,1,9.5,10,6,92,1,9.2,12,6,115,1,9.58,15,6,128,3,8.53,17,6,142,5,8.35,20,6,165,8,3.67,5.17,7.83,10.5,14.17,16.33,16.83,-3
"593","Kolkata Knight Riders",1,2012,548325,2,5,"Eden Gardens","Kolkata","Kolkata Knight Riders","Rajasthan Royals",TRUE,20,2,137,5,6.85,4,6,22,1,5.5,6,6,36,1,6,8,6,52,1,6.5,10,6,68,1,6.8,12,7,74,2,6.17,15,6,95,3,6.33,17,6,108,4,6.35,20,2,137,5,5.17,8,12.33,15.67,14.83,16.5,18.67,-9
"594","Kolkata Knight Riders",1,2012,548328,2,4,"Eden Gardens","Kolkata","Kings XI Punjab","Kings XI Punjab",FALSE,20,6,132,7,6.6,4,6,33,2,8.25,6,6,48,2,8,8,6,61,2,7.62,10,6,70,2,7,12,6,79,3,6.58,15,6,94,6,6.27,17,6,111,6,6.53,20,6,132,7,3.5,6.33,11.67,16.17,11.33,12.17,12.67,-7
"595","Kolkata Knight Riders",1,2012,548333,2,4,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kolkata Knight Riders","Kings XI Punjab",TRUE,17,3,127,2,7.47,4,6,32,0,8,6,6,53,1,8.83,8,6,60,1,7.5,10,6,75,2,7.5,12,6,83,2,6.92,15,6,107,2,7.13,17,3,127,2,7.47,NA,NA,NA,NA,4,5.33,10,14.33,NA,NA,NA,-7
"596","Kolkata Knight Riders",1,2012,548340,2,8,"Barabati Stadium","Cuttack","Kolkata Knight Riders","Deccan Chargers",TRUE,20,1,127,5,6.35,4,7,26,1,6.5,6,6,42,1,7,8,8,52,2,6.5,10,7,65,3,6.5,12,6,78,4,6.5,15,6,97,4,6.47,17,6,107,5,6.29,20,1,127,5,4.83,8,11.67,15.83,9.83,10.67,16.33,-15
"597","Kolkata Knight Riders",1,2012,548349,1,2,"Eden Gardens","Kolkata","Kolkata Knight Riders","Royal Challengers Bangalore",TRUE,20,6,190,4,9.5,4,8,33,0,8.25,6,6,46,0,7.67,8,6,65,0,8.12,10,6,87,0,8.7,12,6,107,1,8.92,15,6,134,1,8.93,17,6,160,1,9.41,20,6,190,4,3.83,6.33,9.17,11.5,19.33,20,NA,-3
"598","Kolkata Knight Riders",1,2012,548352,2,3,"MA Chidambaram Stadium, Chepauk","Chennai","Kolkata Knight Riders","Chennai Super Kings",TRUE,20,4,140,5,7,4,7,21,1,5.25,6,9,37,1,6.17,8,8,58,1,7.25,10,6,68,1,6.8,12,6,82,1,6.83,15,6,103,2,6.87,17,6,118,3,6.94,20,4,140,5,4.83,7.5,11,15,16.17,18.17,19.5,-5
"599","Kolkata Knight Riders",1,2012,548358,1,10,"Eden Gardens","Kolkata","Kolkata Knight Riders","Pune Warriors",TRUE,20,6,150,5,7.5,4,9,32,0,8,6,7,68,0,11.33,8,7,82,0,10.25,10,6,98,0,9.8,12,6,111,0,9.25,15,7,121,2,8.07,17,6,127,3,7.47,20,6,150,5,3.83,5.17,7,10.33,15.33,18.17,19,-19
"600","Kolkata Knight Riders",1,2012,548362,2,6,"Feroz Shah Kotla","Delhi","Kolkata Knight Riders","Delhi Daredevils",TRUE,19,5,154,4,8.11,4,6,37,0,9.25,6,6,60,0,10,8,7,72,1,9,10,6,80,1,8,12,6,94,1,7.83,15,6,128,1,8.53,17,7,146,3,8.59,NA,NA,NA,NA,3.83,5,8.67,12.67,15.33,17.33,NA,-11
"601","Kolkata Knight Riders",1,2012,548368,2,7,"Eden Gardens","Kolkata","Mumbai Indians","Mumbai Indians",FALSE,20,6,155,4,7.75,4,6,16,2,4,6,6,32,2,5.33,8,6,49,2,6.12,10,6,61,3,6.1,12,6,82,3,6.83,15,7,106,3,7.07,17,6,124,3,7.29,20,6,155,4,6,8.17,11.67,13.67,9.67,19.83,NA,-13
"602","Kolkata Knight Riders",1,2012,548373,1,3,"Eden Gardens","Kolkata","Chennai Super Kings","Chennai Super Kings",FALSE,20,6,158,6,7.9,4,6,32,0,8,6,6,50,0,8.33,8,6,72,0,9,10,6,86,0,8.6,12,6,100,1,8.33,15,6,112,3,7.47,17,6,127,4,7.47,20,6,158,6,4,5.5,8.5,11.83,14.67,17,17.33,-5
"603","Kolkata Knight Riders",1,2012,548375,1,7,"Wankhede Stadium","Mumbai","Kolkata Knight Riders","Mumbai Indians",TRUE,20,6,140,7,7,4,7,22,2,5.5,6,6,32,2,5.33,8,6,44,2,5.5,10,6,54,3,5.4,12,6,78,3,6.5,15,6,94,5,6.27,17,7,112,6,6.59,20,6,140,7,5.5,9.5,12,15.83,8.5,13.33,14.17,-13
"604","Kolkata Knight Riders",1,2012,548380,1,10,"Subrata Roy Sahara Stadium","Pune","Kolkata Knight Riders","Pune Warriors",TRUE,20,7,136,4,6.8,4,6,21,0,5.25,6,6,27,1,4.5,8,7,38,1,4.75,10,6,45,2,4.5,12,6,60,2,5,15,6,101,2,6.73,17,6,113,3,6.65,20,7,136,4,6.5,11.33,13,14.5,16.17,17.83,NA,-19
"605","Kolkata Knight Riders",1,2012,548383,1,6,"Subrata Roy Sahara Stadium","Pune","Kolkata Knight Riders","Delhi Daredevils",TRUE,20,6,162,4,8.1,4,6,28,0,7,6,6,48,1,8,8,6,55,1,6.88,10,6,68,1,6.8,12,6,81,1,6.75,15,6,99,3,6.6,17,6,115,4,6.76,20,6,162,4,4.17,6.67,11.5,15.17,13.67,16,NA,-11
"606","Kolkata Knight Riders",1,2012,548386,2,3,"MA Chidambaram Stadium, Chepauk","Chennai","Kolkata Knight Riders","Chennai Super Kings",TRUE,20,4,192,5,9.6,4,8,36,1,9,6,6,56,1,9.33,8,6,77,1,9.62,10,6,100,1,10,12,6,121,1,10.08,15,6,141,2,9.4,17,6,164,3,9.65,20,4,192,5,4,5.67,7.5,9.83,16.33,17.17,18.83,-5
"607","Kolkata Knight Riders",1,2013,598003,2,6,"Eden Gardens","Kolkata","Kolkata Knight Riders","Delhi Daredevils",TRUE,19,4,129,4,6.79,4,6,29,1,7.25,6,6,46,1,7.67,8,6,58,2,7.25,10,6,75,2,7.5,12,6,87,2,7.25,15,6,100,4,6.67,17,7,114,4,6.71,NA,NA,NA,NA,4.33,6.5,10,15,13.17,14.33,NA,-11
"608","Kolkata Knight Riders",1,2013,598010,2,5,"Sawai Mansingh Stadium","Jaipur","Rajasthan Royals","Rajasthan Royals",FALSE,19,6,125,10,6.58,4,6,26,2,6.5,6,6,40,2,6.67,8,7,46,5,5.75,10,6,55,5,5.5,12,6,62,6,5.17,15,6,99,7,6.6,17,6,109,8,6.41,NA,NA,NA,NA,4.5,8.67,12.83,15.33,6.17,6.83,7.5,-9
"609","Kolkata Knight Riders",1,2013,598013,1,2,"M Chinnaswamy Stadium","Bangalore","Royal Challengers Bangalore","Royal Challengers Bangalore",FALSE,20,6,154,8,7.7,4,6,25,1,6.25,6,7,44,1,7.33,8,6,54,1,6.75,10,6,72,2,7.2,12,6,88,2,7.33,15,6,113,3,7.53,17,6,130,4,7.65,20,6,154,8,4.67,7.5,10.67,13.17,12.83,16.33,17.33,-3
"610","Kolkata Knight Riders",1,2013,598018,1,11,"Eden Gardens","Kolkata","Kolkata Knight Riders","Sunrisers Hyderabad",TRUE,20,6,180,4,9,4,6,31,0,7.75,6,6,48,0,8,8,6,62,1,7.75,10,6,76,1,7.6,12,6,88,1,7.33,15,6,109,2,7.27,17,7,135,2,7.94,20,6,180,4,3.83,6.67,9.67,13.33,18.83,20,NA,-21
"611","Kolkata Knight Riders",1,2013,598021,2,4,"Punjab Cricket Association Stadium, Mohali","Chandigarh","Kings XI Punjab","Kings XI Punjab",FALSE,20,8,153,9,7.65,4,6,19,2,4.75,6,6,45,2,7.5,8,6,65,2,8.12,10,6,82,2,8.2,12,6,97,2,8.08,15,7,116,4,7.73,17,6,123,5,7.24,20,8,153,9,4.67,6.5,9.17,12.5,13.17,15,16.17,-7
"612","Kolkata Knight Riders",1,2013,598027,1,3,"Eden Gardens","Kolkata","Chennai Super Kings","Chennai Super Kings",FALSE,20,6,119,9,5.95,4,6,33,0,8.25,6,6,47,1,7.83,8,6,55,4,6.88,10,6,65,4,6.5,12,6,73,4,6.08,15,6,89,6,5.93,17,6,100,8,5.88,20,6,119,9,3.17,7.33,12.33,17,7.67,8,12.67,-5
"613","Kolkata Knight Riders",1,2013,598034,1,7,"Eden Gardens","Kolkata","Mumbai Indians","Mumbai Indians",FALSE,20,6,159,6,7.95,4,6,48,1,12,6,6,61,1,10.17,8,6,68,2,8.5,10,6,81,2,8.1,12,6,93,3,7.75,15,6,112,3,7.47,17,6,133,3,7.82,20,6,159,6,1.83,4.17,9.33,12.83,11.67,18,19.67,-13
"614","Kolkata Knight Riders",1,2013,598036,2,4,"Eden Gardens","Kolkata","Kolkata Knight Riders","Kings XI Punjab",TRUE,19,3,150,4,7.89,4,6,28,2,7,6,6,45,2,7.5,8,6,55,2,6.88,10,7,75,2,7.5,12,6,87,3,7.25,15,6,118,3,7.87,17,6,135,3,7.94,NA,NA,NA,NA,4.17,6.33,10,13,10.67,18,NA,-7
"615","Kolkata Knight Riders",1,2013,598039,2,3,"MA Chidambaram Stadium, Chepauk","Chennai","Chennai Super Kings","Chennai Super Kings",FALSE,20,6,186,4,9.3,4,6,33,1,8.25,6,6,63,2,10.5,8,6,72,2,9,10,6,85,2,8.5,12,6,99,2,8.25,15,6,126,3,8.4,17,7,151,3,8.88,20,6,186,4,2.5,5,8.5,12.5,12.33,18.67,NA,-5
"616","Kolkata Knight Riders",1,2013,598045,1,6,"Shaheed Veer Narayan Singh International Stadium","Raipur","Delhi Daredevils","Delhi Daredevils",FALSE,20,6,136,7,6.8,4,6,20,2,5,6,6,37,3,6.17,8,6,49,4,6.12,10,6,50,5,5,12,6,60,5,5,15,6,83,5,5.53,17,6,106,6,6.24,20,6,136,7,5.33,8.33,13.83,16.5,5.83,7.67,8.5,-11
"617","Kolkata Knight Riders",1,2013,598048,2,5,"Eden Gardens","Kolkata","Kolkata Knight Riders","Rajasthan Royals",TRUE,18,2,133,2,7.39,4,6,35,0,8.75,6,7,48,1,8,8,6,65,2,8.12,10,6,82,2,8.2,12,6,100,2,8.33,15,6,114,2,7.6,17,6,129,2,7.59,NA,NA,NA,NA,3.5,6.5,8.83,12,NA,NA,NA,-9
"618","Kolkata Knight Riders",1,2013,598055,2,7,"Wankhede Stadium","Mumbai","Mumbai Indians","Mumbai Indians",FALSE,19,2,105,10,5.53,4,6,29,1,7.25,6,6,38,1,6.33,8,6,52,2,6.5,10,6,62,4,6.2,12,6,77,4,6.42,15,6,92,7,6.13,17,6,100,8,5.88,NA,NA,NA,NA,4.5,7.5,12,16.83,8.5,9.83,12.33,-13
"619","Kolkata Knight Riders",1,2013,598058,1,10,"Subrata Roy Sahara Stadium","Pune","Kolkata Knight Riders","Pune Warriors",TRUE,20,6,152,6,7.6,4,6,35,0,8.75,6,6,50,1,8.33,8,6,54,2,6.75,10,6,66,2,6.6,12,6,75,3,6.25,15,7,96,4,6.4,17,6,116,5,6.82,20,6,152,6,3.67,6,11.5,16.17,11.67,14,15.67,-19
"620","Kolkata Knight Riders",1,2013,598062,2,2,"JSCA International Stadium Complex","Ranchi","Kolkata Knight Riders","Royal Challengers Bangalore",TRUE,20,2,116,5,5.8,4,6,22,1,5.5,6,7,31,2,5.17,8,6,46,2,5.75,10,6,61,2,6.1,12,6,68,3,5.67,15,7,85,3,5.67,17,7,102,4,6,20,2,116,5,5.17,8.5,13.17,17,10.5,16.83,17.67,-3
"621","Kolkata Knight Riders",1,2013,598066,2,10,"JSCA International Stadium Complex","Ranchi","Pune Warriors","Pune Warriors",FALSE,20,6,163,6,8.15,4,6,25,2,6.25,6,6,33,3,5.5,8,6,54,3,6.75,10,6,74,3,7.4,12,6,96,3,8,15,6,122,3,8.13,17,6,134,5,7.88,20,6,163,6,4.83,7.33,10.17,12.17,4.67,15.83,16.33,-19
"622","Kolkata Knight Riders",1,2013,598074,1,11,"Rajiv Gandhi International Stadium, Uppal","Hyderabad","Sunrisers Hyderabad","Sunrisers Hyderabad",FALSE,20,6,130,7,6.5,4,6,20,0,5,6,8,33,1,5.5,8,6,47,2,5.88,10,6,56,2,5.6,12,6,66,3,5.5,15,6,89,3,5.93,17,6,100,5,5.88,20,6,130,7,5.5,8.17,13.17,17,10.67,15.17,16.17,-21
"623","Kolkata Knight Riders",1,2014,729284,1,7,"Sheikh Zayed Stadium","Abu Dhabi","Kolkata Knight Riders","Mumbai Indians",TRUE,20,6,163,5,8.15,4,6,20,1,5,6,6,31,1,5.17,8,6,44,1,5.5,10,6,63,1,6.3,12,6,78,1,6.5,15,6,110,1,7.33,17,6,135,2,7.94,20,6,163,5,5.33,8.67,12,14.67,18,18.33,19,-13
"624","Kolkata Knight Riders",1,2014,729294,1,6,"Dubai International Cricket Stadium","Abu Dhabi","Delhi Daredevils","Delhi Daredevils",FALSE,20,8,166,5,8.3,4,6,18,2,4.5,6,6,31,2,5.17,8,6,50,2,6.25,10,6,63,2,6.3,12,6,82,3,6.83,15,6,112,3,7.47,17,6,132,4,7.76,20,8,166,5,5.5,8,10.83,14.17,11,17,19.83,-11
"625","Kolkata Knight Riders",1,2014,729304,1,2,"Sharjah Cricket Stadium","Abu Dhabi","Kolkata Knight Riders","Royal Challengers Bangalore",TRUE,20,7,150,7,7.5,4,6,28,2,7,6,6,42,2,7,8,6,66,2,8.25,10,6,82,2,8.2,12,6,91,4,7.58,15,6,106,4,7.07,17,6,129,5,7.59,20,7,150,7,4.67,6.5,8.83,13.83,11.5,11.83,15.33,-3
"626","Kolkata Knight Riders",1,2014,729312,2,4,"Sheikh Zayed Stadium","Abu Dhabi","Kings XI Punjab","Kings XI Punjab",FALSE,19,3,109,10,5.74,4,6,19,1,4.75,6,6,24,3,4,8,6,31,3,3.88,10,6,43,3,4.3,12,6,57,4,4.75,15,6,75,7,5,17,7,95,8,5.59,NA,NA,NA,NA,7.67,10.83,15,17.33,5.17,11.17,12.5,-7
"627","Kolkata Knight Riders",1,2014,729320,2,5,"Sheikh Zayed Stadium","Abu Dhabi","Rajasthan Royals","Rajasthan Royals",FALSE,20,7,152,8,7.6,4,6,21,1,5.25,6,7,33,1,5.5,8,6,46,1,5.75,10,6,59,2,5.9,12,6,73,2,6.08,15,6,101,4,6.73,17,7,126,4,7.41,20,7,152,8,4.83,9,12.5,14.83,13,13.83,18.17,-9
"628","Kolkata Knight Riders",1,2014,733976,2,3,"JSCA International Stadium Complex","Ranchi","Chennai Super Kings","Chennai Super Kings",FALSE,17,6,114,9,6.71,4,6,35,1,8.75,6,6,39,4,6.5,8,6,59,4,7.38,10,6,66,5,6.6,12,6,74,5,6.17,15,6,91,7,6.07,17,6,114,9,6.71,NA,NA,NA,NA,3.5,7.17,12.83,15.33,5.17,5.33,9.5,-5
"629","Kolkata Knight Riders",1,2014,733984,2,5,"Sardar Patel Stadium, Motera","Ahmedabad","Rajasthan Royals","Rajasthan Royals",FALSE,20,7,160,6,8,4,6,31,0,7.75,6,6,50,0,8.33,8,6,66,0,8.25,10,6,80,0,8,12,6,98,0,8.17,15,6,122,3,8.13,17,6,132,6,7.76,20,7,160,6,3.83,6,9,12.33,14.83,15.17,15.33,-9
"630","Kolkata Knight Riders",1,2014,733990,2,6,"Feroz Shah Kotla","Delhi","Kolkata Knight Riders","Delhi Daredevils",TRUE,19,2,161,2,8.47,4,6,30,0,7.5,6,6,52,0,8.67,8,6,72,0,9,10,6,90,0,9,12,6,107,1,8.92,15,6,128,1,8.53,17,6,151,1,8.88,NA,NA,NA,NA,3.83,5.67,8.67,10.83,NA,NA,NA,-11
"631","Kolkata Knight Riders",1,2014,734002,2,4,"Barabati Stadium","Cuttack","Kolkata Knight Riders","Kings XI Punjab",TRUE,18,6,150,1,8.33,4,6,41,0,10.25,6,6,55,0,9.17,8,6,72,1,9,10,6,89,1,8.9,12,7,102,1,8.5,15,6,123,1,8.2,17,6,139,1,8.18,NA,NA,NA,NA,3.67,5.67,8.83,11.67,NA,NA,NA,-7
"632","Kolkata Knight Riders",1,2014,734014,2,7,"Barabati Stadium","Cuttack","Kolkata Knight Riders","Mumbai Indians",TRUE,19,4,142,4,7.47,4,6,31,0,7.75,6,7,45,0,7.5,8,7,53,1,6.62,10,6,68,1,6.8,12,6,85,1,7.08,15,6,100,2,6.67,17,7,128,3,7.53,NA,NA,NA,NA,3.83,6.83,10.5,15,16,18.5,NA,-13
"633","Kolkata Knight Riders",1,2014,734020,2,11,"Rajiv Gandhi International Stadium, Uppal","Hyderabad","Kolkata Knight Riders","Sunrisers Hyderabad",TRUE,20,4,146,3,7.3,4,6,14,1,3.5,6,6,30,1,5,8,6,45,1,5.62,10,6,60,2,6,12,6,81,2,6.75,15,6,103,2,6.87,17,6,113,3,6.65,20,4,146,3,6,8.67,11.5,14.5,15.33,NA,NA,-21
"634","Kolkata Knight Riders",1,2014,734028,2,3,"Eden Gardens","Kolkata","Kolkata Knight Riders","Chennai Super Kings",TRUE,18,6,156,2,8.67,4,6,36,0,9,6,6,52,0,8.67,8,6,69,1,8.62,10,6,88,1,8.8,12,6,99,2,8.25,15,6,119,2,7.93,17,6,145,2,8.53,NA,NA,NA,NA,2.5,5.33,8.83,12.5,NA,NA,NA,-5
"635","Kolkata Knight Riders",1,2014,734032,1,2,"Eden Gardens","Kolkata","Kolkata Knight Riders","Royal Challengers Bangalore",TRUE,20,6,195,4,9.75,4,6,28,2,7,6,7,45,2,7.5,8,6,63,3,7.88,10,6,86,3,8.6,12,6,105,3,8.75,15,6,141,3,9.4,17,7,159,3,9.35,20,6,195,4,4.33,6.33,9.33,11.67,7,18.67,NA,-3
"636","Kolkata Knight Riders",1,2014,734042,2,11,"Eden Gardens","Kolkata","Kolkata Knight Riders","Sunrisers Hyderabad",TRUE,15,3,161,6,10.73,4,6,26,0,6.5,6,7,49,1,8.17,8,6,57,2,7.12,10,6,78,4,7.8,12,6,116,5,9.67,15,3,161,6,10.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.17,9.17,11,9.33,9.67,12,-21
